id,date,cod_account,account,short_class,class,revenueexpenses,budget
315,2022-11-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1700
316,2022-11-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2600
317,2022-11-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,1000
318,2022-11-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,88500
319,2022-11-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7080
320,2022-11-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,8850
321,2022-11-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2213
322,2022-11-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,25000
323,2022-11-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,68000
324,2022-11-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5440
325,2022-11-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,6800
326,2022-11-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1700
327,2022-11-30,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,2000
328,2022-11-30,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,500
329,2022-11-30,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,1000
330,2022-12-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,57500
331,2022-12-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,4600
332,2022-12-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,5750
333,2022-12-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1438
334,2022-12-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,97500
335,2022-12-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,275000
336,2022-12-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,55000
337,2022-12-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,13750
338,2022-12-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,14900
339,2022-12-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,37800
340,2022-12-31,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,3700
341,2022-12-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4700
342,2022-12-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,15500
343,2022-12-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3000
344,2022-12-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,26000
345,2022-12-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,2080
346,2022-12-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,2600
347,2022-12-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,650
348,2022-12-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,35800
349,2022-12-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,4650
350,2022-12-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8000
351,2022-12-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,5200
352,2022-12-31,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,7800
353,2022-12-31,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1650
354,2022-12-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1700
355,2022-12-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2600
356,2022-12-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,1000
357,2022-12-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,88500
358,2022-12-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7080
359,2022-12-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,8850
360,2022-12-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2213
361,2022-12-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,26000
362,2022-12-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,68000
363,2022-12-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5440
364,2022-12-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,6800
365,2022-12-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1700
366,2022-12-31,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,2000
367,2022-12-31,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,500
368,2022-12-31,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,1000
369,2023-01-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,59000
370,2023-01-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,4720
371,2023-01-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,5900
372,2023-01-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1475
373,2023-01-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,100000
374,2023-01-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,275000
375,2023-01-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,60000
376,2023-01-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,13750
377,2023-01-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,15000
378,2023-01-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,27800
379,2023-01-31,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,3900
380,2023-01-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4900
381,2023-01-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16000
382,2023-01-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3100
383,2023-01-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,31000
384,2023-01-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,2480
385,2023-01-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,3100
386,2023-01-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,775
387,2023-01-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,34800
388,2023-01-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5400
389,2023-01-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8000
390,2023-01-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27200
391,2023-01-31,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,3200
392,2023-01-31,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1700
393,2023-01-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1700
394,2023-01-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2700
395,2023-01-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
396,2023-01-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,88500
397,2023-01-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7080
398,2023-01-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,8850
399,2023-01-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2213
400,2023-01-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,27000
401,2023-01-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,70000
402,2023-01-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5600
403,2023-01-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7000
404,2023-01-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1750
405,2023-01-31,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,4500
406,2023-01-31,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,2500
407,2023-01-31,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,3500
408,2023-02-28,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,59000
409,2023-02-28,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,4720
410,2023-02-28,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,5900
411,2023-02-28,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1475
412,2023-02-28,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,102500
413,2023-02-28,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,300000
414,2023-02-28,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,60000
415,2023-02-28,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,15000
416,2023-02-28,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,16100
417,2023-02-28,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,28500
418,2023-02-28,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,3900
419,2023-02-28,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4900
420,2023-02-28,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16000
421,2023-02-28,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3200
422,2023-02-28,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,31000
423,2023-02-28,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,2480
424,2023-02-28,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,3100
425,2023-02-28,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,775
426,2023-02-28,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,36500
427,2023-02-28,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5400
428,2023-02-28,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8000
429,2023-02-28,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27200
430,2023-02-28,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1700
431,2023-02-28,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1700
432,2023-02-28,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2700
433,2023-02-28,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
434,2023-02-28,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,91000
435,2023-02-28,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7280
436,2023-02-28,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9100
437,2023-02-28,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2275
438,2023-02-28,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,28000
439,2023-02-28,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,70000
440,2023-02-28,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5600
441,2023-02-28,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7000
442,2023-02-28,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1750
443,2023-03-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,59000
444,2023-03-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,4720
445,2023-03-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,5900
446,2023-03-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1475
447,2023-03-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,105000
448,2023-03-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,300000
449,2023-03-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,60000
450,2023-03-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,15000
451,2023-03-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,16200
452,2023-03-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,29200
453,2023-03-31,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,3900
454,2023-03-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4900
455,2023-03-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16000
456,2023-03-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3300
457,2023-03-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,31000
458,2023-03-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,2480
459,2023-03-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,3100
460,2023-03-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,775
461,2023-03-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,38500
462,2023-03-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5400
463,2023-03-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8000
464,2023-03-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27200
465,2023-03-31,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,3100
466,2023-03-31,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1750
467,2023-03-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1700
468,2023-03-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2700
469,2023-03-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
470,2023-03-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,91000
471,2023-03-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7280
472,2023-03-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9100
473,2023-03-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2275
474,2023-03-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,29000
475,2023-03-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,70000
476,2023-03-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5600
477,2023-03-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7000
478,2023-03-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1750
479,2023-03-31,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,4500
480,2023-03-31,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,2500
481,2023-03-31,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,3500
482,2023-04-30,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,60500
483,2023-04-30,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,4840
484,2023-04-30,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6050
485,2023-04-30,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1513
486,2023-04-30,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,107500
487,2023-04-30,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,300000
488,2023-04-30,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,65000
489,2023-04-30,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,15000
490,2023-04-30,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,16300
491,2023-04-30,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,30000
492,2023-04-30,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,3900
493,2023-04-30,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4900
494,2023-04-30,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16000
495,2023-04-30,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3300
496,2023-04-30,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,36000
497,2023-04-30,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,2880
498,2023-04-30,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,3600
499,2023-04-30,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,900
500,2023-04-30,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,40800
501,2023-04-30,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5400
502,2023-04-30,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8000
503,2023-04-30,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27200
504,2023-04-30,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1750
505,2023-04-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1800
506,2023-04-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2700
507,2023-04-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
508,2023-04-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,91000
509,2023-04-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7280
510,2023-04-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9100
511,2023-04-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2275
512,2023-04-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,30000
513,2023-04-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,71500
514,2023-04-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5720
515,2023-04-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7150
516,2023-04-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1788
517,2023-05-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,60500
518,2023-05-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,4840
519,2023-05-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6050
520,2023-05-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1513
521,2023-05-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,110000
522,2023-05-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,350000
523,2023-05-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,65000
524,2023-05-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,17500
525,2023-05-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,18400
526,2023-05-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,30800
527,2023-05-31,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,3900
528,2023-05-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4900
529,2023-05-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16000
530,2023-05-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3400
531,2023-05-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,36000
532,2023-05-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,2880
533,2023-05-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,3600
534,2023-05-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,900
535,2023-05-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,39800
536,2023-05-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5400
537,2023-05-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8000
538,2023-05-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27200
539,2023-05-31,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1800
540,2023-05-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1800
541,2023-05-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2700
542,2023-05-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
543,2023-05-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,93000
544,2023-05-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7440
545,2023-05-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9300
546,2023-05-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2325
547,2023-05-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,31000
548,2023-05-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,71500
549,2023-05-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5720
550,2023-05-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7150
551,2023-05-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1788
552,2023-06-30,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,62000
553,2023-06-30,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,4960
554,2023-06-30,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6200
555,2023-06-30,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1550
556,2023-06-30,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,112500
557,2023-06-30,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,350000
558,2023-06-30,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,65000
559,2023-06-30,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,17500
560,2023-06-30,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,18500
561,2023-06-30,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,31500
562,2023-06-30,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,3900
563,2023-06-30,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,4900
564,2023-06-30,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16000
565,2023-06-30,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3500
566,2023-06-30,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,36000
567,2023-06-30,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,2880
568,2023-06-30,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,3600
569,2023-06-30,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,900
570,2023-06-30,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,41500
571,2023-06-30,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5400
572,2023-06-30,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8000
573,2023-06-30,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27200
574,2023-06-30,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,3300
575,2023-06-30,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1800
576,2023-06-30,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1800
577,2023-06-30,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2700
578,2023-06-30,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
579,2023-06-30,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,93000
580,2023-06-30,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7440
581,2023-06-30,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9300
582,2023-06-30,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2325
583,2023-06-30,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,32000
584,2023-06-30,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,73000
585,2023-06-30,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5840
586,2023-06-30,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7300
587,2023-06-30,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1825
588,2023-06-30,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,4500
589,2023-06-30,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,2500
590,2023-06-30,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,3500
591,2023-07-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,62000
592,2023-07-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,4960
593,2023-07-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6200
594,2023-07-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1550
595,2023-07-31,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,115000
596,2023-07-31,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,350000
597,2023-07-31,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,70000
598,2023-07-31,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,17500
599,2023-07-31,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,18600
600,2023-07-31,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,32200
601,2023-07-31,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,4100
602,2023-07-31,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,5100
603,2023-07-31,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,16500
604,2023-07-31,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,3600
605,2023-07-31,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,41000
606,2023-07-31,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,3280
607,2023-07-31,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,4100
608,2023-07-31,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,1025
609,2023-07-31,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,43500
610,2023-07-31,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,5500
611,2023-07-31,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,8200
612,2023-07-31,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,27800
613,2023-07-31,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,1850
614,2023-07-31,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,1800
615,2023-07-31,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,2800
616,2023-07-31,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,2000
617,2023-07-31,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,95000
618,2023-07-31,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,7600
619,2023-07-31,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,9500
620,2023-07-31,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,2375
621,2023-07-31,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,33000
622,2023-07-31,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,73000
623,2023-07-31,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,5840
624,2023-07-31,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,7300
625,2023-07-31,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,1825
626,2023-08-31,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,63500
627,2023-08-31,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,5080
628,2023-08-31,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,6350
629,2023-08-31,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,1588
